RxCUI,TTY,RxNorm Description,Related BN,Related SCDC,Related DF
848135,SCD,AMLODIPINE 10 MG / HYDROCHLOROTHIAZIDE 25 MG / VALSARTAN 320 MG ORAL TABLET,,AMLODIPINE 10 MG / HYDROCHLOROTHIAZIDE 25 MG / VALSARTAN 320 MG,ORAL TABLET
730861,SCD,AMLODIPINE 10 MG / OLMESARTAN MEDOXOMIL 20 MG ORAL TABLET,,AMLODIPINE 10 MG / OLMESARTAN MEDOXOMIL 20 MG,ORAL TABLET
744624,SBD,AMLODIPINE 10 MG / OLMESARTAN MEDOXOMIL 20 MG ORAL TABLET [AZOR],AZOR,AMLODIPINE 10 MG / OLMESARTAN MEDOXOMIL 20 MG,ORAL TABLET
730866,SCD,AMLODIPINE 10 MG / OLMESARTAN MEDOXOMIL 40 MG ORAL TABLET,,AMLODIPINE 10 MG / OLMESARTAN MEDOXOMIL 40 MG,ORAL TABLET
744628,SBD,AMLODIPINE 10 MG / OLMESARTAN MEDOXOMIL 40 MG ORAL TABLET [AZOR],AZOR,AMLODIPINE 10 MG / OLMESARTAN MEDOXOMIL 40 MG,ORAL TABLET
876514,SCD,AMLODIPINE 10 MG / TELMISARTAN 40 MG ORAL TABLET,,AMLODIPINE 10 MG / TELMISARTAN 40 MG,ORAL TABLET
876519,SCD,AMLODIPINE 10 MG / TELMISARTAN 80 MG ORAL TABLET,,AMLODIPINE 10 MG / TELMISARTAN 80 MG,ORAL TABLET
724879,SBD,AMLODIPINE 10 MG / VALSARTAN 160 MG ORAL TABLET [EXFORGE],EXFORGE,AMLODIPINE 10 MG / VALSARTAN 160 MG,ORAL TABLET
722126,SCD,AMLODIPINE 10 MG / VALSARTAN 160 MG ORAL TABLET,,AMLODIPINE 10 MG / VALSARTAN 160 MG,ORAL TABLET
724887,SBD,AMLODIPINE 10 MG / VALSARTAN 320 MG ORAL TABLET [EXFORGE],EXFORGE,AMLODIPINE 10 MG / VALSARTAN 320 MG,ORAL TABLET
722131,SCD,AMLODIPINE 10 MG / VALSARTAN 320 MG ORAL TABLET,,AMLODIPINE 10 MG / VALSARTAN 320 MG,ORAL TABLET
2726064,SBD,AMLODIPINE 2.5 MG POWDER FOR ORAL SOLUTION [SDAMLO],SDAMLO,AMLODIPINE 2.5 MG,POWDER FOR ORAL SOLUTION
308136,SCD,AMLODIPINE 2.5 MG ORAL TABLET,,AMLODIPINE 2.5 MG,ORAL TABLET
212542,SBD,AMLODIPINE 2.5 MG ORAL TABLET [NORVASC],NORVASC,AMLODIPINE 2.5 MG,ORAL TABLET
597971,SCD,AMLODIPINE 2.5 MG / ATORVASTATIN 10 MG ORAL TABLET,,AMLODIPINE 2.5 MG / ATORVASTATIN 10 MG,ORAL TABLET
597974,SCD,AMLODIPINE 2.5 MG / ATORVASTATIN 20 MG ORAL TABLET,,AMLODIPINE 2.5 MG / ATORVASTATIN 20 MG,ORAL TABLET
597993,SCD,AMLODIPINE 2.5 MG / ATORVASTATIN 40 MG ORAL TABLET,,AMLODIPINE 2.5 MG / ATORVASTATIN 40 MG,ORAL TABLET
898350,SCD,AMLODIPINE 2.5 MG / BENAZEPRIL HYDROCHLORIDE 10 MG ORAL CAPSULE,,AMLODIPINE 2.5 MG / BENAZEPRIL HYDROCHLORIDE 10 MG,ORAL CAPSULE
2726067,SBD,AMLODIPINE 5 MG POWDER FOR ORAL SOLUTION [SDAMLO],SDAMLO,AMLODIPINE 5 MG,POWDER FOR ORAL SOLUTION
212549,SBD,AMLODIPINE 5 MG ORAL TABLET [NORVASC],NORVASC,AMLODIPINE 5 MG,ORAL TABLET
197361,SCD,AMLODIPINE 5 MG ORAL TABLET,,AMLODIPINE 5 MG,ORAL TABLET
750227,SBD,AMLODIPINE 5 MG / ATORVASTATIN 10 MG ORAL TABLET [CADUET],CADUET,AMLODIPINE 5 MG / ATORVASTATIN 10 MG,ORAL TABLET
597977,SCD,AMLODIPINE 5 MG / ATORVASTATIN 10 MG ORAL TABLET,,AMLODIPINE 5 MG / ATORVASTATIN 10 MG,ORAL TABLET
750231,SBD,AMLODIPINE 5 MG / ATORVASTATIN 20 MG ORAL TABLET [CADUET],CADUET,AMLODIPINE 5 MG / ATORVASTATIN 20 MG,ORAL TABLET
597980,SCD,AMLODIPINE 5 MG / ATORVASTATIN 20 MG ORAL TABLET,,AMLODIPINE 5 MG / ATORVASTATIN 20 MG,ORAL TABLET
597984,SCD,AMLODIPINE 5 MG / ATORVASTATIN 40 MG ORAL TABLET,,AMLODIPINE 5 MG / ATORVASTATIN 40 MG,ORAL TABLET
750235,SBD,AMLODIPINE 5 MG / ATORVASTATIN 40 MG ORAL TABLET [CADUET],CADUET,AMLODIPINE 5 MG / ATORVASTATIN 40 MG,ORAL TABLET
404011,SCD,AMLODIPINE 5 MG / ATORVASTATIN 80 MG ORAL TABLET,,AMLODIPINE 5 MG / ATORVASTATIN 80 MG,ORAL TABLET
750239,SBD,AMLODIPINE 5 MG / ATORVASTATIN 80 MG ORAL TABLET [CADUET],CADUET,AMLODIPINE 5 MG / ATORVASTATIN 80 MG,ORAL TABLET
898353,SCD,AMLODIPINE 5 MG / BENAZEPRIL HYDROCHLORIDE 10 MG ORAL CAPSULE,,AMLODIPINE 5 MG / BENAZEPRIL HYDROCHLORIDE 10 MG,ORAL CAPSULE
898356,SCD,AMLODIPINE 5 MG / BENAZEPRIL HYDROCHLORIDE 20 MG ORAL CAPSULE,,AMLODIPINE 5 MG / BENAZEPRIL HYDROCHLORIDE 20 MG,ORAL CAPSULE
898359,SCD,AMLODIPINE 5 MG / BENAZEPRIL HYDROCHLORIDE 40 MG ORAL CAPSULE,,AMLODIPINE 5 MG / BENAZEPRIL HYDROCHLORIDE 40 MG,ORAL CAPSULE
999971,SBD,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 12.5 MG / OLMESARTAN MEDOXOMIL 20 MG ORAL TABLET [TRIBENZOR],TRIBENZOR,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 12.5 MG / OLMESARTAN MEDOXOMIL 20 MG,ORAL TABLET
999967,SCD,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 12.5 MG / OLMESARTAN MEDOXOMIL 20 MG ORAL TABLET,,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 12.5 MG / OLMESARTAN MEDOXOMIL 20 MG,ORAL TABLET
999996,SCD,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 12.5 MG / OLMESARTAN MEDOXOMIL 40 MG ORAL TABLET,,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 12.5 MG / OLMESARTAN MEDOXOMIL 40 MG,ORAL TABLET
1000000,SBD,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 12.5 MG / OLMESARTAN MEDOXOMIL 40 MG ORAL TABLET [TRIBENZOR],TRIBENZOR,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 12.5 MG / OLMESARTAN MEDOXOMIL 40 MG,ORAL TABLET
848144,SBD,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 12.5 MG / VALSARTAN 160 MG ORAL TABLET [EXFORGE HCT],EXFORGE HCT,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 12.5 MG / VALSARTAN 160 MG,ORAL TABLET
848140,SCD,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 12.5 MG / VALSARTAN 160 MG ORAL TABLET,,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 12.5 MG / VALSARTAN 160 MG,ORAL TABLET
1000001,SCD,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 25 MG / OLMESARTAN MEDOXOMIL 40 MG ORAL TABLET,,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 25 MG / OLMESARTAN MEDOXOMIL 40 MG,ORAL TABLET
1000005,SBD,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 25 MG / OLMESARTAN MEDOXOMIL 40 MG ORAL TABLET [TRIBENZOR],TRIBENZOR,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 25 MG / OLMESARTAN MEDOXOMIL 40 MG,ORAL TABLET
848149,SBD,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 25 MG / VALSARTAN 160 MG ORAL TABLET [EXFORGE HCT],EXFORGE HCT,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 25 MG / VALSARTAN 160 MG,ORAL TABLET
848145,SCD,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 25 MG / VALSARTAN 160 MG ORAL TABLET,,AMLODIPINE 5 MG / HYDROCHLOROTHIAZIDE 25 MG / VALSARTAN 160 MG,ORAL TABLET
730869,SCD,AMLODIPINE 5 MG / OLMESARTAN MEDOXOMIL 20 MG ORAL TABLET,,AMLODIPINE 5 MG / OLMESARTAN MEDOXOMIL 20 MG,ORAL TABLET
744632,SBD,AMLODIPINE 5 MG / OLMESARTAN MEDOXOMIL 20 MG ORAL TABLET [AZOR],AZOR,AMLODIPINE 5 MG / OLMESARTAN MEDOXOMIL 20 MG,ORAL TABLET
744636,SBD,AMLODIPINE 5 MG / OLMESARTAN MEDOXOMIL 40 MG ORAL TABLET [AZOR],AZOR,AMLODIPINE 5 MG / OLMESARTAN MEDOXOMIL 40 MG,ORAL TABLET
730872,SCD,AMLODIPINE 5 MG / OLMESARTAN MEDOXOMIL 40 MG ORAL TABLET,,AMLODIPINE 5 MG / OLMESARTAN MEDOXOMIL 40 MG,ORAL TABLET
876524,SCD,AMLODIPINE 5 MG / TELMISARTAN 40 MG ORAL TABLET,,AMLODIPINE 5 MG / TELMISARTAN 40 MG,ORAL TABLET
876529,SCD,AMLODIPINE 5 MG / TELMISARTAN 80 MG ORAL TABLET,,AMLODIPINE 5 MG / TELMISARTAN 80 MG,ORAL TABLET
724891,SBD,AMLODIPINE 5 MG / VALSARTAN 160 MG ORAL TABLET [EXFORGE],EXFORGE,AMLODIPINE 5 MG / VALSARTAN 160 MG,ORAL TABLET
722134,SCD,AMLODIPINE 5 MG / VALSARTAN 160 MG ORAL TABLET,,AMLODIPINE 5 MG / VALSARTAN 160 MG,ORAL TABLET
722137,SCD,AMLODIPINE 5 MG / VALSARTAN 320 MG ORAL TABLET,,AMLODIPINE 5 MG / VALSARTAN 320 MG,ORAL TABLET
724895,SBD,AMLODIPINE 5 MG / VALSARTAN 320 MG ORAL TABLET [EXFORGE],EXFORGE,AMLODIPINE 5 MG / VALSARTAN 320 MG,ORAL TABLET
197362,SCD,AMMONIUM LACTATE 120 MG/ML TOPICAL LOTION,,AMMONIUM LACTATE 120 MG/ML,TOPICAL LOTION
543460,SCD,AMMONIUM LACTATE 120 MG/ML TOPICAL CREAM,,AMMONIUM LACTATE 120 MG/ML,TOPICAL CREAM
197363,SCD,AMOXAPINE 100 MG ORAL TABLET,,AMOXAPINE 100 MG,ORAL TABLET
197364,SCD,AMOXAPINE 150 MG ORAL TABLET,,AMOXAPINE 150 MG,ORAL TABLET
197365,SCD,AMOXAPINE 25 MG ORAL TABLET,,AMOXAPINE 25 MG,ORAL TABLET
197366,SCD,AMOXAPINE 50 MG ORAL TABLET,,AMOXAPINE 50 MG,ORAL TABLET
617995,SCD,12 HR AMOXICILLIN 1000 MG / CLAVULANATE 62.5 MG EXTENDED RELEASE ORAL TABLET,,AMOXICILLIN 1000 MG / CLAVULANATE 62.5 MG,EXTENDED RELEASE ORAL TABLET
618028,SBD,AMOXICILLIN 120 MG/ML / CLAVULANATE 8.58 MG/ML ORAL SUSPENSION [AUGMENTIN],AUGMENTIN,AMOXICILLIN 120 MG/ML / CLAVULANATE 8.58 MG/ML,ORAL SUSPENSION
617993,SCD,AMOXICILLIN 120 MG/ML / CLAVULANATE 8.58 MG/ML ORAL SUSPENSION,,AMOXICILLIN 120 MG/ML / CLAVULANATE 8.58 MG/ML,ORAL SUSPENSION
308177,SCD,AMOXICILLIN 125 MG CHEWABLE TABLET,,AMOXICILLIN 125 MG,CHEWABLE TABLET
313797,SCD,AMOXICILLIN 25 MG/ML ORAL SUSPENSION,,AMOXICILLIN 25 MG/ML,ORAL SUSPENSION
617333,SBD,AMOXICILLIN 25 MG/ML / CLAVULANATE 6.25 MG/ML ORAL SUSPENSION [AUGMENTIN],AUGMENTIN,AMOXICILLIN 25 MG/ML / CLAVULANATE 6.25 MG/ML,ORAL SUSPENSION
598025,SCD,AMOXICILLIN 250 MG CHEWABLE TABLET,,AMOXICILLIN 250 MG,CHEWABLE TABLET
308182,SCD,AMOXICILLIN 250 MG ORAL CAPSULE,,AMOXICILLIN 250 MG,ORAL CAPSULE
562251,SCD,AMOXICILLIN 250 MG / CLAVULANATE 125 MG ORAL TABLET,,AMOXICILLIN 250 MG / CLAVULANATE 125 MG,ORAL TABLET
2262032,SBD,AMOXICILLIN 250 MG / OMEPRAZOLE 10 MG / RIFABUTIN 12.5 MG DELAYED RELEASE ORAL CAPSULE [TALICIA],TALICIA,AMOXICILLIN 250 MG / OMEPRAZOLE 10 MG / RIFABUTIN 12.5 MG,DELAYED RELEASE ORAL CAPSULE
313850,SCD,AMOXICILLIN 40 MG/ML ORAL SUSPENSION,,AMOXICILLIN 40 MG/ML,ORAL SUSPENSION
617423,SCD,AMOXICILLIN 40 MG/ML / CLAVULANATE 5.7 MG/ML ORAL SUSPENSION,,AMOXICILLIN 40 MG/ML / CLAVULANATE 5.7 MG/ML,ORAL SUSPENSION
239191,SCD,AMOXICILLIN 50 MG/ML ORAL SUSPENSION,,AMOXICILLIN 50 MG/ML,ORAL SUSPENSION
617322,SCD,AMOXICILLIN 50 MG/ML / CLAVULANATE 12.5 MG/ML ORAL SUSPENSION,,AMOXICILLIN 50 MG/ML / CLAVULANATE 12.5 MG/ML,ORAL SUSPENSION
308192,SCD,AMOXICILLIN 500 MG ORAL TABLET,,AMOXICILLIN 500 MG,ORAL TABLET
308191,SCD,AMOXICILLIN 500 MG ORAL CAPSULE,,AMOXICILLIN 500 MG,ORAL CAPSULE
757968,GPCK,{4 (AMOXICILLIN 500 MG ORAL CAPSULE) / 2 (CLARITHROMYCIN 500 MG ORAL TABLET) / 2 (LANSOPRAZOLE 30 MG DELAYED RELEASE ORAL CAPSULE) } PACK,,AMOXICILLIN 500 MG / CLARITHROMYCIN 500 MG / LANSOPRAZOLE 30 MG,PACK
2604804,BPCK,{56 (AMOXICILLIN 500 MG ORAL CAPSULE) / 28 (CLARITHROMYCIN 500 MG ORAL TABLET) / 28 (VONOPRAZAN 20 MG ORAL TABLET) } PACK [VOQUEZNA 14 DAY TRIPLEPAK 20;500;500],VOQUEZNA 14 DAY TRIPLEPAK 20;500;500,AMOXICILLIN 500 MG / CLARITHROMYCIN 500 MG / VONOPRAZAN 20 MG,PACK
617296,SCD,AMOXICILLIN 500 MG / CLAVULANATE 125 MG ORAL TABLET,,AMOXICILLIN 500 MG / CLAVULANATE 125 MG,ORAL TABLET
2604802,BPCK,{84 (AMOXICILLIN 500 MG ORAL CAPSULE) / 28 (VONOPRAZAN 20 MG ORAL TABLET) } PACK [VOQUEZNA 14 DAY DUALPAK 20;500],VOQUEZNA 14 DAY DUALPAK 20;500,AMOXICILLIN 500 MG / VONOPRAZAN 20 MG,PACK
308189,SCD,AMOXICILLIN 80 MG/ML ORAL SUSPENSION,,AMOXICILLIN 80 MG/ML,ORAL SUSPENSION
617430,SCD,AMOXICILLIN 80 MG/ML / CLAVULANATE 11.4 MG/ML ORAL SUSPENSION,,AMOXICILLIN 80 MG/ML / CLAVULANATE 11.4 MG/ML,ORAL SUSPENSION
308194,SCD,AMOXICILLIN 875 MG ORAL TABLET,,AMOXICILLIN 875 MG,ORAL TABLET
562508,SCD,AMOXICILLIN 875 MG / CLAVULANATE 125 MG ORAL TABLET,,AMOXICILLIN 875 MG / CLAVULANATE 125 MG,ORAL TABLET
2585461,SBD,24 HR AMPHETAMINE 10 MG EXTENDED RELEASE ORAL TABLET [DYANAVEL],DYANAVEL,AMPHETAMINE 10 MG,EXTENDED RELEASE ORAL TABLET
1739809,SBD,24 HR AMPHETAMINE 12.5 MG EXTENDED RELEASE ORAL TABLET [ADZENYS],ADZENYS,AMPHETAMINE 12.5 MG,EXTENDED RELEASE ORAL TABLET
1739803,SCD,24 HR AMPHETAMINE 12.5 MG EXTENDED RELEASE ORAL TABLET,,AMPHETAMINE 12.5 MG,EXTENDED RELEASE ORAL TABLET
2585465,SBD,24 HR AMPHETAMINE 15 MG EXTENDED RELEASE ORAL TABLET [DYANAVEL],DYANAVEL,AMPHETAMINE 15 MG,EXTENDED RELEASE ORAL TABLET
1739815,SBD,24 HR AMPHETAMINE 15.7 MG EXTENDED RELEASE ORAL TABLET [ADZENYS],ADZENYS,AMPHETAMINE 15.7 MG,EXTENDED RELEASE ORAL TABLET
1739813,SCD,24 HR AMPHETAMINE 15.7 MG EXTENDED RELEASE ORAL TABLET,,AMPHETAMINE 15.7 MG,EXTENDED RELEASE ORAL TABLET
1739821,SBD,24 HR AMPHETAMINE 18.8 MG EXTENDED RELEASE ORAL TABLET [ADZENYS],ADZENYS,AMPHETAMINE 18.8 MG,EXTENDED RELEASE ORAL TABLET
1739819,SCD,24 HR AMPHETAMINE 18.8 MG EXTENDED RELEASE ORAL TABLET,,AMPHETAMINE 18.8 MG,EXTENDED RELEASE ORAL TABLET
1720592,SBD,24 HR AMPHETAMINE 2.5 MG/ML EXTENDED RELEASE SUSPENSION [DYANAVEL],DYANAVEL,AMPHETAMINE 2.5 MG/ML,EXTENDED RELEASE SUSPENSION
2585471,SBD,24 HR AMPHETAMINE 20 MG EXTENDED RELEASE ORAL TABLET [DYANAVEL],DYANAVEL,AMPHETAMINE 20 MG,EXTENDED RELEASE ORAL TABLET
1739825,SCD,24 HR AMPHETAMINE 3.1 MG EXTENDED RELEASE ORAL TABLET,,AMPHETAMINE 3.1 MG,EXTENDED RELEASE ORAL TABLET
1739827,SBD,24 HR AMPHETAMINE 3.1 MG EXTENDED RELEASE ORAL TABLET [ADZENYS],ADZENYS,AMPHETAMINE 3.1 MG,EXTENDED RELEASE ORAL TABLET
2585476,SBD,24 HR AMPHETAMINE 5 MG EXTENDED RELEASE ORAL TABLET [DYANAVEL],DYANAVEL,AMPHETAMINE 5 MG,EXTENDED RELEASE ORAL TABLET
1739833,SBD,24 HR AMPHETAMINE 6.3 MG EXTENDED RELEASE ORAL TABLET [ADZENYS],ADZENYS,AMPHETAMINE 6.3 MG,EXTENDED RELEASE ORAL TABLET
1739831,SCD,24 HR AMPHETAMINE 6.3 MG EXTENDED RELEASE ORAL TABLET,,AMPHETAMINE 6.3 MG,EXTENDED RELEASE ORAL TABLET
1739839,SBD,24 HR AMPHETAMINE 9.4 MG EXTENDED RELEASE ORAL TABLET [ADZENYS],ADZENYS,AMPHETAMINE 9.4 MG,EXTENDED RELEASE ORAL TABLET
1739837,SCD,24 HR AMPHETAMINE 9.4 MG EXTENDED RELEASE ORAL TABLET,,AMPHETAMINE 9.4 MG,EXTENDED RELEASE ORAL TABLET
861238,SBD,24 HR AMPHETAMINE ASPARTATE 1.25 MG / AMPHETAMINE SULFATE 1.25 MG / DEXTROAMPHETAMINE SACCHARATE 1.25 MG / DEXTROAMPHETAMINE SULFATE 1.25 MG EXTENDED RELEASE ORAL CAPSULE [ADDERALL],ADDERALL,AMPHETAMINE ASPARTATE 1.25 MG / AMPHETAMINE SULFATE 1.25 MG / DEXTROAMPHETAMINE SACCHARATE 1.25 MG / DEXTROAMPHETAMINE SULFATE 1.25 MG,EXTENDED RELEASE ORAL CAPSULE
861237,SCD,24 HR AMPHETAMINE ASPARTATE 1.25 MG / AMPHETAMINE SULFATE 1.25 MG / DEXTROAMPHETAMINE SACCHARATE 1.25 MG / DEXTROAMPHETAMINE SULFATE 1.25 MG EXTENDED RELEASE ORAL CAPSULE,,AMPHETAMINE ASPARTATE 1.25 MG / AMPHETAMINE SULFATE 1.25 MG / DEXTROAMPHETAMINE SACCHARATE 1.25 MG / DEXTROAMPHETAMINE SULFATE 1.25 MG,EXTENDED RELEASE ORAL CAPSULE
541878,SCD,AMPHETAMINE ASPARTATE 1.25 MG / AMPHETAMINE SULFATE 1.25 MG / DEXTROAMPHETAMINE SACCHARATE 1.25 MG / DEXTROAMPHETAMINE SULFATE 1.25 MG ORAL TABLET,,AMPHETAMINE ASPARTATE 1.25 MG / AMPHETAMINE SULFATE 1.25 MG / DEXTROAMPHETAMINE SACCHARATE 1.25 MG / DEXTROAMPHETAMINE SULFATE 1.25 MG,ORAL TABLET
541879,SBD,AMPHETAMINE ASPARTATE 1.25 MG / AMPHETAMINE SULFATE 1.25 MG / DEXTROAMPHETAMINE SACCHARATE 1.25 MG / DEXTROAMPHETAMINE SULFATE 1.25 MG ORAL TABLET [ADDERALL],ADDERALL,AMPHETAMINE ASPARTATE 1.25 MG / AMPHETAMINE SULFATE 1.25 MG / DEXTROAMPHETAMINE SACCHARATE 1.25 MG / DEXTROAMPHETAMINE SULFATE 1.25 MG,ORAL TABLET
1009147,SBD,AMPHETAMINE ASPARTATE 1.875 MG / AMPHETAMINE SULFATE 1.875 MG / DEXTROAMPHETAMINE SACCHARATE 1.875 MG / DEXTROAMPHETAMINE SULFATE 1.875 MG ORAL TABLET [ADDERALL],ADDERALL,AMPHETAMINE ASPARTATE 1.875 MG / AMPHETAMINE SULFATE 1.875 MG / DEXTROAMPHETAMINE SACCHARATE 1.875 MG / DEXTROAMPHETAMINE SULFATE 1.875 MG,ORAL TABLET
1009145,SCD,AMPHETAMINE ASPARTATE 1.875 MG / AMPHETAMINE SULFATE 1.875 MG / DEXTROAMPHETAMINE SACCHARATE 1.875 MG / DEXTROAMPHETAMINE SULFATE 1.875 MG ORAL TABLET,,AMPHETAMINE ASPARTATE 1.875 MG / AMPHETAMINE SULFATE 1.875 MG / DEXTROAMPHETAMINE SACCHARATE 1.875 MG / DEXTROAMPHETAMINE SULFATE 1.875 MG,ORAL TABLET
1927616,SBD,3-BEAD 24 HR AMPHETAMINE ASPARTATE 12.5 MG / AMPHETAMINE SULFATE 12.5 MG / DEXTROAMPHETAMINE SACCHARATE 12.5 MG / DEXTROAMPHETAMINE SULFATE 12.5 MG EXTENDED RELEASE ORAL CAPSULE [MYDAYIS],MYDAYIS,AMPHETAMINE ASPARTATE 12.5 MG / AMPHETAMINE SULFATE 12.5 MG / DEXTROAMPHETAMINE SACCHARATE 12.5 MG / DEXTROAMPHETAMINE SULFATE 12.5 MG,EXTENDED RELEASE ORAL CAPSULE
1927610,SCD,3-BEAD 24 HR AMPHETAMINE ASPARTATE 12.5 MG / AMPHETAMINE SULFATE 12.5 MG / DEXTROAMPHETAMINE SACCHARATE 12.5 MG / DEXTROAMPHETAMINE SULFATE 12.5 MG EXTENDED RELEASE ORAL CAPSULE,,AMPHETAMINE ASPARTATE 12.5 MG / AMPHETAMINE SULFATE 12.5 MG / DEXTROAMPHETAMINE SACCHARATE 12.5 MG / DEXTROAMPHETAMINE SULFATE 12.5 MG,EXTENDED RELEASE ORAL CAPSULE
541892,SCD,AMPHETAMINE ASPARTATE 2.5 MG / AMPHETAMINE SULFATE 2.5 MG / DEXTROAMPHETAMINE SACCHARATE 2.5 MG / DEXTROAMPHETAMINE SULFATE 2.5 MG ORAL TABLET,,AMPHETAMINE ASPARTATE 2.5 MG / AMPHETAMINE SULFATE 2.5 MG / DEXTROAMPHETAMINE SACCHARATE 2.5 MG / DEXTROAMPHETAMINE SULFATE 2.5 MG,ORAL TABLET
861222,SBD,24 HR AMPHETAMINE ASPARTATE 2.5 MG / AMPHETAMINE SULFATE 2.5 MG / DEXTROAMPHETAMINE SACCHARATE 2.5 MG / DEXTROAMPHETAMINE SULFATE 2.5 MG EXTENDED RELEASE ORAL CAPSULE [ADDERALL],ADDERALL,AMPHETAMINE ASPARTATE 2.5 MG / AMPHETAMINE SULFATE 2.5 MG / DEXTROAMPHETAMINE SACCHARATE 2.5 MG / DEXTROAMPHETAMINE SULFATE 2.5 MG,EXTENDED RELEASE ORAL CAPSULE
861221,SCD,24 HR AMPHETAMINE ASPARTATE 2.5 MG / AMPHETAMINE SULFATE 2.5 MG / DEXTROAMPHETAMINE SACCHARATE 2.5 MG / DEXTROAMPHETAMINE SULFATE 2.5 MG EXTENDED RELEASE ORAL CAPSULE,,AMPHETAMINE ASPARTATE 2.5 MG / AMPHETAMINE SULFATE 2.5 MG / DEXTROAMPHETAMINE SACCHARATE 2.5 MG / DEXTROAMPHETAMINE SULFATE 2.5 MG,EXTENDED RELEASE ORAL CAPSULE
687043,SCD,AMPHETAMINE ASPARTATE 3.125 MG / AMPHETAMINE SULFATE 3.125 MG / DEXTROAMPHETAMINE SACCHARATE 3.125 MG / DEXTROAMPHETAMINE SULFATE 3.125 MG ORAL TABLET,,AMPHETAMINE ASPARTATE 3.125 MG / AMPHETAMINE SULFATE 3.125 MG / DEXTROAMPHETAMINE SACCHARATE 3.125 MG / DEXTROAMPHETAMINE SULFATE 3.125 MG,ORAL TABLET
1927630,SCD,3-BEAD 24 HR AMPHETAMINE ASPARTATE 3.125 MG / AMPHETAMINE SULFATE 3.125 MG / DEXTROAMPHETAMINE SACCHARATE 3.125 MG / DEXTROAMPHETAMINE SULFATE 3.125 MG EXTENDED RELEASE ORAL CAPSULE,,AMPHETAMINE ASPARTATE 3.125 MG / AMPHETAMINE SULFATE 3.125 MG / DEXTROAMPHETAMINE SACCHARATE 3.125 MG / DEXTROAMPHETAMINE SULFATE 3.125 MG,EXTENDED RELEASE ORAL CAPSULE
1927632,SBD,3-BEAD 24 HR AMPHETAMINE ASPARTATE 3.125 MG / AMPHETAMINE SULFATE 3.125 MG / DEXTROAMPHETAMINE SACCHARATE 3.125 MG / DEXTROAMPHETAMINE SULFATE 3.125 MG EXTENDED RELEASE ORAL CAPSULE [MYDAYIS],MYDAYIS,AMPHETAMINE ASPARTATE 3.125 MG / AMPHETAMINE SULFATE 3.125 MG / DEXTROAMPHETAMINE SACCHARATE 3.125 MG / DEXTROAMPHETAMINE SULFATE 3.125 MG,EXTENDED RELEASE ORAL CAPSULE
577957,SCD,AMPHETAMINE ASPARTATE 3.75 MG / AMPHETAMINE SULFATE 3.75 MG / DEXTROAMPHETAMINE SACCHARATE 3.75 MG / DEXTROAMPHETAMINE SULFATE 3.75 MG ORAL TABLET,,AMPHETAMINE ASPARTATE 3.75 MG / AMPHETAMINE SULFATE 3.75 MG / DEXTROAMPHETAMINE SACCHARATE 3.75 MG / DEXTROAMPHETAMINE SULFATE 3.75 MG,ORAL TABLET
861224,SBD,24 HR AMPHETAMINE ASPARTATE 3.75 MG / AMPHETAMINE SULFATE 3.75 MG / DEXTROAMPHETAMINE SACCHARATE 3.75 MG / DEXTROAMPHETAMINE SULFATE 3.75 MG EXTENDED RELEASE ORAL CAPSULE [ADDERALL],ADDERALL,AMPHETAMINE ASPARTATE 3.75 MG / AMPHETAMINE SULFATE 3.75 MG / DEXTROAMPHETAMINE SACCHARATE 3.75 MG / DEXTROAMPHETAMINE SULFATE 3.75 MG,EXTENDED RELEASE ORAL CAPSULE
861223,SCD,24 HR AMPHETAMINE ASPARTATE 3.75 MG / AMPHETAMINE SULFATE 3.75 MG / DEXTROAMPHETAMINE SACCHARATE 3.75 MG / DEXTROAMPHETAMINE SULFATE 3.75 MG EXTENDED RELEASE ORAL CAPSULE,,AMPHETAMINE ASPARTATE 3.75 MG / AMPHETAMINE SULFATE 3.75 MG / DEXTROAMPHETAMINE SACCHARATE 3.75 MG / DEXTROAMPHETAMINE SULFATE 3.75 MG,EXTENDED RELEASE ORAL CAPSULE
