Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Avg_Spnd_Per_Bene_2022,Outlier_Flag_2022,Tot_Spndng_2023,Tot_Dsg_Unts_2023,Tot_Clms_2023,Tot_Benes_2023,Avg_Spnd_Per_Dsg_Unt_Wghtd_2023,Avg_Spnd_Per_Clm_2023,Avg_Spnd_Per_Bene_2023,Outlier_Flag_2023,Tot_Spndng_2024,Tot_Dsg_Unts_2024,Tot_Clms_2024,Tot_Benes_2024,Avg_Spnd_Per_Dsg_Unt_Wghtd_2024,Avg_Spnd_Per_Clm_2024,Avg_Spnd_Per_Bene_2024,Outlier_Flag_2024,Chg_Avg_Spnd_Per_Dsg_Unt_23_24,CAGR_Avg_Spnd_Per_Dsg_Unt_20_24
Nabumetone,Nabumetone,1,Sciegen Pharmac,4114694.74,15422018,223308,87728,0.2684800201,18.426096423,46.902867272,0,6835828.14,24526825,317371,123302,0.2803919319,21.538918616,55.439718253,0,7775217.01,27612070.83,361946,139964,0.2832843168,21.481704481,55.551549041,0,8810561.14,31888438,426069,163688,0.2780607647,20.678719034,53.825333195,0,6996237.3,33215221,437864,167450,0.2127419514,15.978105759,41.781052852,0,-0.234908414,-0.056514366
Nabumetone,Nabumetone,1,Impax/Amneal,251080.57,861167,13857,8249,0.2926282397,18.11940319,30.437697903,0,43152.4,123307,2770,1514,0.3501384787,15.578483755,28.502245707,0,13117.71,34636,826,481,0.3785285721,15.881004843,27.271746362,0,7921.05,22596,560,350,0.3509683648,14.144732143,22.631571429,0,378.92,1092,30,28,0.3464152602,12.630666667,13.532857143,1,-0.012972977,0.0430861888
Nabumetone,Nabumetone,1,Exelan Pharmace,67881.1,239731,3498,1831,0.2834572486,19.405688965,37.073238667,0,41838.66,130514,2037,986,0.3210949714,20.539351988,42.432718053,0,21824.17,66750,1250,642,0.3276332765,17.459336,33.994034268,0,18311.67,55329,1153,595,0.3309504645,15.881760624,30.775915966,0,18387.05,65910,1142,584,0.2817505492,16.100744308,31.484674658,0,-0.148662475,-0.001508664
Nabumetone,Nabumetone,1,"Cipla USA, Inc.",5994058.8,20697152.5,238451,94524,0.2905507195,25.137486528,63.413088739,0,6181661.12,17998981,216926,87150,0.3439806547,28.49663535,70.93128078,0,5077810.52,15439246,185858,72817,0.3292665941,27.320914462,69.7338605,0,3498643.48,10432442,122247,50213,0.3355951586,28.619462891,69.676049629,0,1750266.25,7533891,91356,36157,0.2330739784,19.158744363,48.407396908,0,-0.305490641,-0.05361476
Nabumetone,Nabumetone,1,Actavis/Teva,4312356.01,13604038,152030,69190,0.3172566318,28.365164836,62.326290071,0,1297243.06,3581093,48508,29246,0.3609536938,26.742868393,44.356255898,0,398268.78,1223206,18649,10227,0.325479912,21.356039466,38.942874743,0,220732.54,613887,9705,4732,0.3603728405,22.74420814,46.646775148,0,128723.77,491914,7696,3721,0.2631346956,16.72606159,34.593864553,0,-0.269826507,-0.045684777
Nabumetone,Nabumetone,1,Chartwell Rx Ll,,,,,,,,,,,,,,,,,,,,,,,,,961.24,2410,39,22,0.4021561219,24.647179487,43.692727273,1,420.91,1449,24,17,0.2925784248,17.537916667,24.759411765,1,-0.272475517,-0.272475517
Nadolol,Nadolol,12,Overall,31624119.74,19055357.5,255215,69377,1.6387030348,123.91168129,455.83002638,0,21154369.5,17554775.5,229426,68381,1.1831713402,92.205632753,309.36034132,0,20817237.62,18505219.99,237016,66038,1.1091257717,87.830516168,315.23119446,0,19580474.46,20498625,257899,65690,0.9402190296,75.923033668,298.07389953,0,14652432.71,20846317,262253,65811,0.6910543255,55.871363569,222.64412803,0,-0.265007085,-0.194152277
Nadolol,Nadolol,1,Zydus Pharmaceu,3565116.52,2194907.5,36279,10198,1.6056378336,98.26942639,349.58977447,0,2967740.13,2490629.25,38275,13127,1.1778832986,77.537299282,226.07908357,0,3157520.15,2649334,39585,13699,1.1738919526,79.765571555,230.49274765,0,4240063.36,3961313,53402,16054,1.0519200505,79.398961837,264.11258004,0,2919290.41,3853786,52402,19654,0.7432831984,55.709522728,148.53416149,0,-0.293403336,-0.175146767
Nadolol,Nadolol,1,Sandoz,79957.46,45803,702,243,1.7296559651,113.89951567,329.04304527,0,37238.61,25209,409,125,1.5158658237,91.04794621,297.90888,0,19474.58,11981,226,67,1.6551374785,86.170707965,290.66537313,0,11343.22,6469,134,33,1.6951542819,84.650895522,343.73393939,0,840.6,541,14,,1.30525,60.042857143,,1,-0.230011089,-0.067962271
Nadolol,Nadolol,1,Marlex Pharm.,4033.48,12294,211,120,0.3251511802,19.116018957,33.612333333,0,11258.65,32227,588,225,0.3466531788,19.147363946,50.038444444,0,12500.2,35380,541,236,0.3541524221,23.105730129,52.966949153,0,5313.24,15898,238,94,0.3329921262,22.324537815,56.523829787,0,2518.89,8592,131,74,0.2967872211,19.228167939,34.039054054,0,-0.10872601,-0.02256032
Nadolol,Nadolol,1,Major Pharmaceu,,,,,,,,,1122.21,812,19,13,1.2976588911,59.063684211,86.323846154,1,4620.52,2755,51,31,1.6772361982,90.598431373,149.04903226,1,7068.62,4264,80,34,1.5601781034,88.35775,207.90058824,1,11914.32,12609,187,128,0.9397044508,63.712941176,93.080625,0,-0.397694117,-0.10199881
Nadolol,Nadolol,1,Exelan Pharmace,1876.72,19622,314,238,0.0929646495,5.9768152866,7.8853781513,0,19750.02,187259.25,3279,1237,0.1040368108,6.0231838975,15.966063056,0,39461.75,408831.5,6379,2578,0.09419879,6.1861968961,15.307117921,0,33378.27,322830,5532,1826,0.1004409144,6.0336713666,18.279446878,0,25268.23,280753.5,4632,1802,0.0883613345,5.4551446459,14.022325194,0,-0.120265531,-0.01261595
Nadolol,Nadolol,1,"Cipla USA, Inc.",19796426.83,11684627,145299,44788,1.6712790034,136.24613266,442.00292109,0,11848353.21,9487662,111877,37488,1.2289340878,105.90517452,316.05722391,0,10665506.2,9401285.49,107682,33252,1.1172607272,99.046323434,320.74781066,0,7293986.46,7829585.5,89236,28969,0.9160878152,81.73816016,251.78592495,0,3049224.4,4490068,52399,22303,0.6672782038,58.192415886,136.71812761,0,-0.271600176,-0.205096342
Nadolol,Nadolol,1,Camber Pharmace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142.83,1502,17,,0.7597205165,67.225294118,,1,,
Nadolol,Nadolol,1,Bluepoint Labor,865929,467338,9020,2283,1.8302430612,96.000997783,379.29434954,0,619986.48,452134.5,8485,2236,1.3542168501,73.068530348,277.27481216,0,911649.41,599533,10539,2760,1.5181166806,86.502458488,330.30775725,0,591747.21,488981.5,9300,2306,1.1944616285,63.628732258,256.61197311,0,380800.95,467944.5,8889,2167,0.7992383221,42.83957138,175.72724965,0,-0.330879868,-0.187091092
Nadolol,Nadolol,1,Bayshore Pharma,5108911.33,3372162.5,44124,14257,1.4977256201,115.78531706,358.34406467,0,3883661.7,3581502,47612,14893,1.0697514307,81.568967907,260.77094608,0,3838175.05,3723716,49272,14651,1.0124276934,77.897691387,261.97358883,0,4154889.06,4735880.5,61125,18981,0.8610413209,67.973645153,218.89726885,0,3942256.02,5859416.75,74929,26637,0.6612731036,52.613220782,147.99924992,0,-0.232007701,-0.184850719
Nadolol,Nadolol,1,Aurobindo Pharm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328885.12,526675,5476,4014,0.6139529982,60.059371804,81.934509218,0,,
Nadolol,Nadolol,1,Amneal Pharmace,2201868.4,1258603.5,19266,5445,1.7247502427,114.28778158,404.38354454,0,1765258.49,1297340.5,18882,5523,1.3380032413,93.488957208,319.61949846,0,2168329.76,1672404,22741,7800,1.273792343,95.348918693,277.99099487,0,3242685.02,3133403.5,38852,13892,1.025234238,83.462499228,233.42103513,0,3141613.68,4181155.25,50663,20725,0.7435521634,62.010020725,151.58570229,0,-0.274748993,-0.189699127
Nadolol,Nadolol,1,Alembic Pharmac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848677.26,1163274,12514,7911,0.7172925739,67.818224389,107.27812666,0,,
Nafcillin,"Nafcillin In Dextrose,Iso-Osm",1,Overall,229105.49,902196,241,71,0.253942037,950.64518672,3226.8378873,0,229839.62,889044,242,68,0.25852446,949.75049587,3379.9944118,0,43806.57,174400,57,17,0.251184461,768.53631579,2576.8570588,0,27551.1,106750,39,,0.2653303664,706.43846154,,0,12353.93,47800,20,,0.2584504184,617.6965,,1,-0.025929742,0.0044091494
Nafcillin,"Nafcillin In Dextrose,Iso-Osm",1,Baxter Healthca,229105.49,902196,241,71,0.253942037,950.64518672,3226.8378873,0,229839.62,889044,242,68,0.25852446,949.75049587,3379.9944118,0,43806.57,174400,57,17,0.251184461,768.53631579,2576.8570588,0,27551.1,106750,39,,0.2653303664,706.43846154,,0,12353.93,47800,20,,0.2584504184,617.6965,,1,-0.025929742,0.0044091494
Nafcillin Sodium*,Nafcillin Sodium,11,Overall,4189769.33,692212.02,5327,1275,8.2423545756,786.51573681,3286.0935922,1,4110454.5,1014697.916,5253,1265,6.1332873809,782.49657339,3249.3711462,1,3822531.36,653264.76,4554,1107,12.950847152,839.37886693,3453.0545257,1,3709072.05,340114.14,4434,1017,45.670757939,836.50700271,3647.0718289,1,2741350.53,437043.38,4085,978,21.331000576,671.07724113,2803.0169018,0,-0.532939642,0.2683525416
Nafcillin Sodium*,Nafcillin Sodium,1,WG Critical Car,1340306.43,218679.7,1559,430,7.4629057823,859.72189224,3116.9916977,1,1414772.3,272506.3,1642,462,5.273037306,861.61528624,3062.2777056,0,1291825.91,68924.6,1323,405,21.883374251,976.43681784,3189.6936049,1,1386068.33,47763.09,1441,373,104.28357103,961.87947953,3716.0008847,1,756203.34,14719.8,945,331,71.756620413,800.2151746,2284.6022356,0,-0.311908676,0.7609154518
Nafcillin Sodium*,Nafcillin Sodium,1,Sagent Pharmace,357314,42192.4,487,148,10.173703176,733.70431211,2414.2837838,1,175189.12,59165,251,91,3.033697214,697.96462151,1925.1551648,0,188657.23,15943.1,243,92,12.289586939,776.36720165,2050.6220652,1,83320.89,8076.3,113,30,12.413174845,737.35300885,2777.363,1,10676.23,307.6,30,,43.252939848,355.87433333,,1,2.4844381384,0.4359328868
Nafcillin Sodium*,Nafcillin Sodium,1,Northstar Rx Ll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8429.5,6599,11,,2.4804475742,766.31818182,,1,,
Nafcillin Sodium*,Nafcillin Sodium,1,Methapharm Inc,2953.13,214,24,,13.902493087,123.04708333,,1,,,,,,,,,8890.49,2297,28,12,3.8704788855,317.5175,740.87416667,1,19769.83,2829,45,16,6.8637804897,439.32955556,1235.614375,1,23380.07,1273,47,16,18.379504053,497.44829787,1461.254375,0,1.6777523088,0.0722851096
Nafcillin Sodium*,Nafcillin Sodium,1,Fresenius-Premi,4330.17,8860,25,15,0.4887325056,173.2068,288.678,1,,,,,,,,,4434.18,8589,22,,0.5162626615,201.55363636,,1,1528.89,836,16,,1.8288157895,95.555625,,1,1498.04,173,11,,8.6591907514,136.18545455,,1,3.7348621995,1.0516417134
Nafcillin Sodium*,Nafcillin Sodium,1,Fresenius Kabi,705103.21,77671.05,784,229,9.0844956711,899.36633929,3079.0533188,1,756745.94,72728.597,804,232,10.403103685,941.22629353,3261.8359483,0,592466.22,66638.9,592,192,8.9238785114,1000.7875338,3085.7615625,1,327846.68,12554.5,396,125,25.499486178,827.89565657,2622.77344,0,161697.05,33815,281,86,5.1594758158,575.43434164,1880.1982558,0,-0.797663538,-0.13188714
Nafcillin Sodium*,Nafcillin Sodium,1,Eugia US LLC,602246.22,97772.45,950,311,8.0822858743,633.94338947,1936.4830225,1,682466.79,171116.039,1065,305,4.4873728073,640.81388732,2237.5960328,0,652141.05,159106.4,951,294,4.1174125846,685.74242902,2218.1668367,0,474964.95,20228.67,715,228,23.407607831,664.28664336,2083.1796053,1,249647.39,40531.3,485,154,7.2709273332,514.7368866,1621.0869481,0,-0.6893776,-0.026101046
Nafcillin Sodium*,Nafcillin Sodium,1,Auromedics-Nova,242031.2,47540.04,317,105,5.2920957105,763.50536278,2305.0590476,1,178227.02,12755.84,256,90,14.554689161,696.19929688,1980.3002222,1,137874.21,2348.56,203,70,61.751525106,679.18330049,1969.6315714,1,145573.98,2543.6,217,58,68.616098139,670.8478341,2509.8962069,1,107043.44,43724.2,211,53,3.5594833899,507.31488152,2019.6875472,0,-0.94812466,-0.094392897
Nafcillin Sodium*,Nafcillin Sodium,1,Athenex Pharmac,315053.57,151923.18,514,182,3.415965174,612.94468872,1731.0635714,0,461821.86,382962.44,744,232,1.2697973503,620.72830645,1990.6114655,0,489453.12,262014,701,243,2.6515112922,698.22128388,2014.2103704,0,486813.77,148216.96,683,211,3.2904167892,712.75808199,2307.1742654,0,499358.92,170802.38,911,255,3.0515198118,548.14371021,1958.2702745,0,-0.072603865,-0.027811029
Nafcillin Sodium*,Nafcillin Sodium,1,Armas Pharmaceu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2044.98,212,13,,9.6461320755,157.30615385,,1,,
Nafcillin Sodium*,Nafcillin Sodium,1,App/Fresenius K,620431.4,47359.2,667,198,13.100546462,930.182009,3133.4919192,1,441231.47,43463.7,491,152,10.151723622,898.63843177,2902.8386184,0,456788.95,67403.2,491,162,6.7769623697,930.32372709,2819.6848765,0,783184.73,97066.02,808,246,8.0685777577,969.28803218,3183.6777642,1,921371.57,124886.1,1140,335,7.3776951158,808.22067544,2750.3628955,0,-0.085626323,-0.133720927
Naftifine HCl,Naftifine HCl,3,Overall,6112754.75,1466150,19411,9385,4.1854279945,314.91189274,651.33241875,0,7099643.78,1751463.35,21338,9798,4.095488292,332.72301903,724.60132476,0,7254299.85,1620435,20410,8526,4.4718426292,355.42870407,850.84445813,0,7385408.72,1414027.4,16504,8135,5.2888374262,447.49204556,907.85601967,0,4017439.05,1098866.66,15701,7864,3.8028671596,255.87154003,510.86457909,0,-0.280963499,-0.023678574
Naftifine HCl,Naftifine HCl,1,"Xiromed, LLC",,,,,,,,,,,,,,,,,1211242.5,267539,3847,1976,4.5273492837,314.85378217,612.97697368,0,1938692.13,369720,4910,2410,5.2436766472,394.84564766,804.43656846,0,955846.62,340815,4922,2416,2.8045908191,194.19882568,395.63187914,0,-0.465148023,-0.212931098
Naftifine HCl,Naftifine HCl,1,Taro Pharm USA,2874397.26,717875,9104,5072,3.9972988519,315.72904877,566.71870268,0,2650099.24,729848.2,8060,4067,3.6373766379,328.79643176,651.61033686,0,4997891.22,1132431,14007,6377,4.40499422,356.81382309,783.73705818,0,4908183.33,940182.4,10775,5732,5.3164082875,455.51585429,856.27762212,0,3035173.57,751286.66,10722,5751,4.2613109817,283.07904962,527.76448792,0,-0.198460549,0.0161180184
Naftifine HCl,Naftifine HCl,1,Amneal Pharmace,3238357.49,748275,10307,5623,4.3515993066,314.19011254,575.91276721,0,4449544.54,1021615.15,13278,6377,4.3735708294,335.10653261,697.74886937,0,1045166.13,220465,2556,1837,4.754632757,408.90693662,568.95271094,0,538533.26,104125,819,499,5.1968513396,657.54976801,1079.2249699,0,26418.86,6765,57,50,3.7692090648,463.48877193,528.3772,1,-0.274712933,-0.035282111
Naftin,Naftifine HCl,1,Overall,1948777.55,209205,3606,2267,9.3543491977,540.42638658,859.62838553,0,2237312.3,222530,3971,2334,10.053784634,563.41281793,958.57425021,0,2875420.4,279887,4896,2659,10.271959216,587.2999183,1081.391651,0,2362346.37,224931,4016,1900,10.532897893,588.23365787,1243.3401947,0,775716.09,79940,1409,625,9.792825649,550.54371185,1241.145744,0,-0.070262928,0.0115179898
Naftin,Naftifine HCl,1,Sebela/Legacy P,1948777.55,209205,3606,2240,9.3543491977,540.42638658,869.98997768,0,2237312.3,222530,3971,2334,10.053784634,563.41281793,958.57425021,0,2875420.4,279887,4896,2659,10.271959216,587.2999183,1081.391651,0,2362346.37,224931,4016,1900,10.532897893,588.23365787,1243.3401947,0,775716.09,79940,1409,625,9.792825649,550.54371185,1241.145744,0,-0.070262928,0.0115179898
Naglazyme,Galsulfase,1,Overall,8109418.97,19840,119,,408.7408755,68146.377899,,0,6204188.25,14980,70,,414.16476969,88631.260714,,0,5999848.28,13840,65,,433.51504913,92305.358154,,0,6148670.38,13120,52,,468.64865701,118243.66115,,0,5075599.35,11340,42,,447.58371693,120847.60357,,0,-0.044948257,0.022955053
Naglazyme,Galsulfase,1,Biomarin Pharma,8109418.97,19840,119,,408.7408755,68146.377899,,0,6204188.25,14980,70,,414.16476969,88631.260714,,0,5999848.28,13840,65,,433.51504913,92305.358154,,0,6148670.38,13120,52,,468.64865701,118243.66115,,0,5075599.35,11340,42,,447.58371693,120847.60357,,0,-0.044948257,0.022955053
Nalbuphine HCl,Nalbuphine HCl,2,Overall,96791.42,24136,346,103,4.1033224768,279.74398844,939.72252427,0,365666.08,88744,1301,128,4.1350270941,281.06539585,2856.76625,0,311263.29,69853,1055,124,4.5557063941,295.03629384,2510.1878226,0,333371.3,73708,1020,95,4.6698527772,326.83460784,3509.1715789,0,351384.7,81547,1144,94,4.313933754,307.15445804,3738.1351064,0,-0.076216326,0.0125919154
Nalbuphine HCl,Nalbuphine HCl,1,Somerset Therap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6151.92,1472,38,13,4.0726468181,161.89263158,473.22461538,1,,
Nalbuphine HCl,Nalbuphine HCl,1,Hospira/Pfizer,96791.42,24136,346,103,4.1033224768,279.74398844,939.72252427,0,365666.08,88744,1301,128,4.1350270941,281.06539585,2856.76625,0,311263.29,69853,1055,124,4.5557063941,295.03629384,2510.1878226,0,333371.3,73708,1020,95,4.6698527772,326.83460784,3509.1715789,0,345232.78,80075,1106,94,4.3222239019,312.14537071,3672.6891489,0,-0.074441078,0.0130780433
Nalfon,Fenoprofen Calcium,1,Overall,149187.41,32522,353,172,4.555488301,422.6272238,867.36866279,0,134846.45,29440,348,163,4.5932571131,387.48979885,827.27883436,0,53881.94,11430,145,55,4.712309972,371.59958621,979.67163636,0,22955.29,4860,55,19,4.7284292994,417.36890909,1208.1731579,0,7496,1994,22,,3.8483054919,340.72727273,,1,-0.186134497,-0.041297961
Nalfon,Fenoprofen Calcium,1,Xspire Pharma,149187.41,32522,353,172,4.555488301,422.6272238,867.36866279,0,134846.45,29440,348,163,4.5932571131,387.48979885,827.27883436,0,53881.94,11430,145,55,4.712309972,371.59958621,979.67163636,0,22955.29,4860,55,19,4.7284292994,417.36890909,1208.1731579,0,7496,1994,22,,3.8483054919,340.72727273,,1,-0.186134497,-0.041297961
Nalocet,Oxycodone HCl/Acetaminophen,1,Overall,2626222.97,117736,1432,579,22.306031885,1833.954588,4535.7909672,0,2740934.77,106285,1309,498,25.788538082,2093.9150267,5503.8850803,0,1307466.47,45568,618,297,28.692645497,2115.6415372,4402.2440067,0,922992.42,31871,459,238,28.96025917,2010.876732,3878.1194118,0,668172.43,24434,337,151,27.346010886,1982.7075074,4424.9829801,0,-0.055740119,0.0522475323
Nalocet,Oxycodone HCl/Acetaminophen,1,Forte Bio-Pharm,2626222.97,117736,1432,579,22.306031885,1833.954588,4535.7909672,0,2740934.77,106285,1309,498,25.788538082,2093.9150267,5503.8850803,0,1307466.47,45568,618,297,28.692645497,2115.6415372,4402.2440067,0,922992.42,31871,459,238,28.96025917,2010.876732,3878.1194118,0,668172.43,24434,337,151,27.346010886,1982.7075074,4424.9829801,0,-0.055740119,0.0522475323
Naloxone HCl*,Naloxone HCl,17,Overall,608671.15,42466.5,17979,15946,14.304632893,33.854560877,38.170773235,0,633973.32,46854.65,22839,19553,14.230494738,27.758365953,32.423327367,0,51808520.26,1227796.182,605657,531096,42.440665573,85.541024474,97.55019857,0,71560145.25,1788118.85,887487,744446,40.018651598,80.632330671,96.125367387,0,44580914.87,1445740.39,715410,604319,30.896385173,62.315196698,73.770500133,0,-0.22795037,0.2122933936
Naloxone HCl*,Naloxone HCl,1,West-Ward/Hikma,8170.86,756,519,498,10.808015873,15.743468208,16.407349398,0,10574.06,988.4,637,586,10.69815864,16.59978022,18.04447099,0,6373.26,738,412,381,8.6358536585,15.46907767,16.727716535,0,9947.25,1394.3,781,703,7.1342250592,12.736555698,14.149715505,0,17394.85,2396.4,1541,1339,7.2587422801,11.288027255,12.990926064,0,0.0174535033,-0.094728494
Naloxone HCl*,Naloxone HCl,1,Somerset Therap,142758.93,10035,6782,5987,14.226101644,21.049680035,23.844818774,0,181775.78,12808,10219,8912,14.192362586,17.788020354,20.396743716,0,140981.68,10774,8869,7879,13.085361054,15.896006314,17.893346871,0,137325.37,13700,11150,9946,10.023749635,12.316176682,13.807095315,0,142921.79,13812.4,11893,10536,10.347353827,12.017303456,13.565090167,0,0.0322837465,-0.076502236
Naloxone HCl*,Naloxone HCl,1,Sandoz,,,,,,,,,25326.75,449.2,228,226,56.381901158,111.08223684,112.06526549,0,20209605.64,426762.816,212237,185669,47.355591636,95.221877618,108.84749549,0,6291838.86,143621.4,71117,63498,43.808505278,88.47165741,99.087197392,0,2285380.13,65857.1,32623,26919,34.702106986,70.054260185,84.89840373,0,-0.207868272,-0.14937389
Naloxone HCl*,Naloxone HCl,1,Par Pharmaceuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.24,28,12,12,6.0442857143,14.103333333,14.103333333,1,,
Naloxone HCl*,Naloxone HCl,1,Padagis,,,,,,,,,,,,,,,,,1812907.02,42124.22,20971,19667,43.037165317,86.448286682,92.180150506,0,23978753.47,551312.25,273910,228594,43.493960945,87.542453616,104.89668788,0,6343658.46,177675.4,88175,74967,35.703639671,71.943957584,84.619345312,0,-0.179112711,-0.089176104
Naloxone HCl*,Naloxone HCl,1,Lifestar Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22702.59,1634,1272,1151,13.893873929,17.847948113,19.724231103,0,,
Naloxone HCl*,Naloxone HCl,1,International M,310061.89,21065,5590,5231,14.719292191,55.467243292,59.273922768,0,240454.9,20947.4,5228,4564,11.478985459,45.993668707,52.685122699,0,237536.9,19502.8,3570,3150,12.179630617,66.536946779,75.408539683,0,105928.08,8963,2359,2133,11.818373313,44.903806698,49.661547117,0,90240.08,8683,2256,2073,10.392730623,40.000035461,43.531152918,0,-0.12062935,-0.083334923
Naloxone HCl*,Naloxone HCl,1,Hospira/Pfizer,85507.98,5793.3,3394,3101,14.797728747,25.193865645,27.574324411,0,67499.53,4598.25,2867,2590,14.703961988,23.543610045,26.061594595,0,63621.53,4814,2297,2067,13.031064984,27.697662168,30.779646831,0,60942.85,4515.4,2886,2585,13.407787644,21.116718642,23.5755706,0,55722.59,5711.8,2023,1820,9.8307150519,27.544532872,30.616807692,1,-0.266790666,-0.097187608
Naloxone HCl*,Naloxone HCl,1,Hikma Pharmaceu,,,,,,,,,,,,,,,,,,,,,,,,,7445.73,670,136,95,11.113029851,54.748014706,78.376105263,0,10489.09,1117,286,250,9.3904118174,36.67513986,41.95636,0,-0.155008855,-0.155008855
Naloxone HCl*,Naloxone HCl,1,Fresenius Kabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041.46,160,51,47,6.5374962293,20.420784314,22.158723404,0,,
Naloxone HCl*,Naloxone HCl,1,Eugia US LLC,1912.9,168.8,32,32,11.332345972,59.778125,59.778125,1,26086.24,2041,945,872,12.650627068,27.604486772,29.915412844,0,61880.89,4893,2497,2246,12.433219125,24.782094513,27.551598397,0,75720.46,6473,1249,1128,11.956619591,60.624867894,67.128067376,0,57848.16,5080.4,1079,949,11.361848306,53.612752549,60.956965227,0,-0.0497441,0.000650209
Naloxone HCl*,Naloxone HCl,1,Dr.Reddy'S Lab,8711.19,629.4,189,183,13.840467112,46.090952381,47.602131148,0,25031.26,1903,522,481,13.15357856,47.952605364,52.04004158,0,104791.35,8705,664,520,12.038064331,157.81829819,201.52182692,0,13759.24,4066,989,751,3.383974422,13.912275025,18.321225033,0,13130.4,1827,538,353,7.186863711,24.405947955,37.196600567,0,1.1237937451,-0.151118312
Naloxone HCl*,Naloxone HCl,1,Mylan/Premierpr,757.29,51,13,13,14.848823529,58.253076923,58.253076923,1,872,51,44,39,17.098039216,19.818181818,22.358974359,1,1345.18,93,42,36,14.464301075,32.028095238,37.366111111,1,676.19,42.4,21,19,15.947877358,32.19952381,35.588947368,1,267.11,19.4,14,14,13.768556701,19.079285714,19.079285714,1,-0.13665271,-0.018706114
Naloxone HCl*,Naloxone HCl,1,Baxter Healthca,,,,,,,,,,,,,,,,,1558.09,278,106,102,5.6046402878,14.698962264,15.275392157,0,14569.97,2766,574,476,5.2675234996,25.383222997,30.609180672,0,16886.5,2791.8,1250,1037,6.0486066337,13.5092,16.283992285,0,0.1482828001,0.0388522831
Naloxone HCl*,Naloxone HCl,1,Akorn Inc.,21613.44,1967,521,453,10.988022369,41.48452975,47.711788079,0,4294.64,364,145,136,11.798461538,29.618206897,31.578235294,1,42090.17,3385,2402,2199,12.434319055,17.52296836,19.140595725,0,34890.58,2703,2008,1825,12.90809471,17.375786853,19.118126027,0,1610.65,159,89,79,10.129874214,18.097191011,20.387974684,1,-0.215230873,-0.02012398
Naloxone HCl*,Naloxone HCl,1,Mylan Instituti,29176.67,2001,939,875,14.581044478,31.072066028,33.344765714,0,38514.2,2434.4,1854,1662,15.820818271,20.773570658,23.173405535,0,41466.26,2711,2201,2000,15.302946198,18.839736483,20.73313,0,70249.35,4672.4,3143,2822,15.507523214,22.351049952,24.893462084,0,116387.34,10551.8,2345,2080,10.995445682,49.632127932,55.955451923,1,-0.290960553,-0.068128455
Naloxone HCl*,Naloxone HCl,1,Teva USA,,,,,,,,,13543.96,270,150,150,50.162814815,90.293066667,90.293066667,0,29084362.29,703015.346,349389,318312,41.370878254,83.243497334,91.370612135,0,40758097.85,1043219.7,517164,454744,39.069524713,78.810779269,89.628665469,0,35405064.43,1148235.89,569963,492623,30.834312652,62.118180356,71.87050631,0,-0.210783523,-0.149741874
Naltrexone HCl,Naltrexone HCl,10,Overall,14078171.73,10422184.011,267955,67192,1.3520068392,52.539313429,209.52154617,0,16842121.35,11677939.134,298467,78319,1.4467229413,56.42875544,215.04515316,0,20462372.3,13259458.102,332521,88841,1.5512683075,61.537082771,230.32577639,0,22701611.47,16479707.118,395566,110953,1.3879243695,57.390199031,204.60565708,0,23023694.98,18456697.4,466006,139452,1.2520970533,49.406434638,165.10121748,0,-0.097863629,-0.019009557
Naltrexone HCl,Naltrexone HCl,1,Tagi Pharma,543770.33,404000.816,11431,3225,1.3459634448,47.569795294,168.61095504,0,516623.81,347459.5,10116,3140,1.4868605118,51.069969355,164.5298758,0,472411.06,306771.5,8861,2384,1.5399444212,53.313515405,198.15900168,0,1028342.53,721086.5,19588,10382,1.4261014871,52.498597611,99.050523021,0,671183.5,688652,17233,10250,0.9746337773,38.94757152,65.481317073,0,-0.316574742,-0.077530431
